id,id_reach,huc04_n,huc_n,start_comid,scale,x_st,y_st,translate,id_meander,ind_start,ind_end,x_start,x_end,y_start,y_end,lambda,l,sinuosity,dif_z,j_x,so
83a95e3a-496a-11ed-bde9-ec2e98e4452d_1,83a95e3a-496a-11ed-bde9-ec2e98e4452d,train,0,0.0,1000,15508.539076628076,2050.2212364730112,True,1,48212,62278,6.525329923742119,6.525830332663718,-3.5673217428284087,-3.56730006931964,7.043375585563066,1.5723280333109466,4.479584053927603,1.951563910473908e-18,1.2411938661198969e-18,8.0
83a95e3a-496a-11ed-bde9-ec2e98e4452d_2,83a95e3a-496a-11ed-bde9-ec2e98e4452d,train,0,0.0,1000,15508.539076628076,2050.2212364730112,True,2,9089,19937,1.663401672197946,1.6638987185447185,0.2373951594896962,0.2373323849371727,5.432001873467095,1.5467014729929207,3.511991142644989,1.4094628242311558e-17,9.112701118101326e-18,8.0
